,Unnamed: 0,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes,Year,Month,Association,Start (ET)
1522,30,2014-04-28,Miami Heat,109,Charlotte Bobcats,98,https://www.basketball-reference.com/boxscores/,,"19,092",Playoffs,2014,4,NBA,7:00p
1523,31,2014-04-28,Atlanta Hawks,107,Indiana Pacers,97,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,4,NBA,8:00p
1524,32,2014-04-28,San Antonio Spurs,93,Dallas Mavericks,89,https://www.basketball-reference.com/boxscores/,,"20,796",Playoffs,2014,4,NBA,9:30p
1525,33,2014-04-29,Washington Wizards,75,Chicago Bulls,69,https://www.basketball-reference.com/boxscores/,,"21,752",Playoffs,2014,4,NBA,8:00p
1526,34,2014-04-29,Memphis Grizzlies,100,Oklahoma City Thunder,99,https://www.basketball-reference.com/boxscores/,OT,"18,203",Playoffs,2014,4,NBA,9:00p
1527,35,2014-04-29,Golden State Warriors,103,Los Angeles Clippers,113,https://www.basketball-reference.com/boxscores/,,"19,657",Playoffs,2014,4,NBA,10:30p
1528,36,2014-04-30,Dallas Mavericks,103,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,4,NBA,7:00p
1529,37,2014-04-30,Brooklyn Nets,113,Toronto Raptors,115,https://www.basketball-reference.com/boxscores/,,"20,393",Playoffs,2014,4,NBA,7:30p
1530,38,2014-04-30,Portland Trail Blazers,98,Houston Rockets,108,https://www.basketball-reference.com/boxscores/,,"18,230",Playoffs,2014,4,NBA,9:30p
1531,39,2014-05-01,Indiana Pacers,95,Atlanta Hawks,88,https://www.basketball-reference.com/boxscores/,,"19,044",Playoffs,2014,5,NBA,7:00p
1532,40,2014-05-01,Oklahoma City Thunder,104,Memphis Grizzlies,84,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2014,5,NBA,8:00p
1533,41,2014-05-01,Los Angeles Clippers,99,Golden State Warriors,100,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2014,5,NBA,10:30p
1534,42,2014-05-02,Toronto Raptors,83,Brooklyn Nets,97,https://www.basketball-reference.com/boxscores/,,"17,732",Playoffs,2014,5,NBA,7:00p
1535,43,2014-05-02,San Antonio Spurs,111,Dallas Mavericks,113,https://www.basketball-reference.com/boxscores/,,"20,799",Playoffs,2014,5,NBA,8:00p
1536,44,2014-05-02,Houston Rockets,98,Portland Trail Blazers,99,https://www.basketball-reference.com/boxscores/,,"20,204",Playoffs,2014,5,NBA,10:30p
1537,45,2014-05-03,Atlanta Hawks,80,Indiana Pacers,92,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,5:30p
1538,46,2014-05-03,Memphis Grizzlies,109,Oklahoma City Thunder,120,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2014,5,NBA,8:00p
1539,47,2014-05-03,Golden State Warriors,121,Los Angeles Clippers,126,https://www.basketball-reference.com/boxscores/,,"19,543",Playoffs,2014,5,NBA,10:30p
1540,48,2014-05-04,Brooklyn Nets,104,Toronto Raptors,103,https://www.basketball-reference.com/boxscores/,,"20,457",Playoffs,2014,5,NBA,1:00p
1541,49,2014-05-04,Dallas Mavericks,96,San Antonio Spurs,119,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,3:30p
1542,50,2014-05-05,Washington Wizards,102,Indiana Pacers,96,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,7:00p
1543,51,2014-05-05,Los Angeles Clippers,122,Oklahoma City Thunder,105,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2014,5,NBA,9:42p
1544,52,2014-05-06,Brooklyn Nets,86,Miami Heat,107,https://www.basketball-reference.com/boxscores/,,"19,470",Playoffs,2014,5,NBA,7:00p
1545,53,2014-05-06,Portland Trail Blazers,92,San Antonio Spurs,116,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,9:30p
1546,54,2014-05-07,Washington Wizards,82,Indiana Pacers,86,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,7:00p
1547,55,2014-05-07,Los Angeles Clippers,101,Oklahoma City Thunder,112,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2014,5,NBA,9:30p
1548,56,2014-05-08,Brooklyn Nets,82,Miami Heat,94,https://www.basketball-reference.com/boxscores/,,"19,639",Playoffs,2014,5,NBA,7:00p
1549,57,2014-05-08,Portland Trail Blazers,97,San Antonio Spurs,114,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,9:30p
1550,58,2014-05-09,Indiana Pacers,85,Washington Wizards,63,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2014,5,NBA,8:00p
1551,59,2014-05-09,Oklahoma City Thunder,118,Los Angeles Clippers,112,https://www.basketball-reference.com/boxscores/,,"19,530",Playoffs,2014,5,NBA,10:30p
1552,60,2014-05-10,Miami Heat,90,Brooklyn Nets,104,https://www.basketball-reference.com/boxscores/,,"17,732",Playoffs,2014,5,NBA,8:00p
1553,61,2014-05-10,San Antonio Spurs,118,Portland Trail Blazers,103,https://www.basketball-reference.com/boxscores/,,"20,321",Playoffs,2014,5,NBA,10:30p
1554,62,2014-05-11,Oklahoma City Thunder,99,Los Angeles Clippers,101,https://www.basketball-reference.com/boxscores/,,"19,365",Playoffs,2014,5,NBA,3:30p
1555,63,2014-05-11,Indiana Pacers,95,Washington Wizards,92,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2014,5,NBA,8:00p
1556,64,2014-05-12,Miami Heat,102,Brooklyn Nets,96,https://www.basketball-reference.com/boxscores/,,"17,732",Playoffs,2014,5,NBA,8:00p
1557,65,2014-05-12,San Antonio Spurs,92,Portland Trail Blazers,103,https://www.basketball-reference.com/boxscores/,,"20,141",Playoffs,2014,5,NBA,10:30p
1558,66,2014-05-13,Washington Wizards,102,Indiana Pacers,79,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,7:00p
1559,67,2014-05-13,Los Angeles Clippers,104,Oklahoma City Thunder,105,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2014,5,NBA,9:30p
1560,68,2014-05-14,Brooklyn Nets,94,Miami Heat,96,https://www.basketball-reference.com/boxscores/,,"19,615",Playoffs,2014,5,NBA,7:00p
1561,69,2014-05-14,Portland Trail Blazers,82,San Antonio Spurs,104,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,9:30p
1562,70,2014-05-15,Indiana Pacers,93,Washington Wizards,80,https://www.basketball-reference.com/boxscores/,,"19,502",Playoffs,2014,5,NBA,8:00p
1563,71,2014-05-15,Oklahoma City Thunder,104,Los Angeles Clippers,98,https://www.basketball-reference.com/boxscores/,,"19,565",Playoffs,2014,5,NBA,10:30p
1564,72,2014-05-18,Miami Heat,96,Indiana Pacers,107,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,3:30p
1565,73,2014-05-19,Oklahoma City Thunder,105,San Antonio Spurs,122,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,9:00p
1566,74,2014-05-20,Miami Heat,87,Indiana Pacers,83,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,8:30p
1567,75,2014-05-21,Oklahoma City Thunder,77,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,9:00p
1568,76,2014-05-24,Indiana Pacers,87,Miami Heat,99,https://www.basketball-reference.com/boxscores/,,"20,025",Playoffs,2014,5,NBA,8:30p
1569,77,2014-05-25,San Antonio Spurs,97,Oklahoma City Thunder,106,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2014,5,NBA,8:30p
1570,78,2014-05-26,Indiana Pacers,90,Miami Heat,102,https://www.basketball-reference.com/boxscores/,,"19,874",Playoffs,2014,5,NBA,8:30p
1571,79,2014-05-27,San Antonio Spurs,92,Oklahoma City Thunder,105,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2014,5,NBA,9:00p
1572,80,2014-05-28,Miami Heat,90,Indiana Pacers,93,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2014,5,NBA,8:30p
1573,81,2014-05-29,Oklahoma City Thunder,89,San Antonio Spurs,117,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,5,NBA,9:00p
1574,82,2014-05-30,Indiana Pacers,92,Miami Heat,117,https://www.basketball-reference.com/boxscores/,,"20,021",Playoffs,2014,5,NBA,8:30p
1575,83,2014-05-31,San Antonio Spurs,112,Oklahoma City Thunder,107,https://www.basketball-reference.com/boxscores/,OT,"18,203",Playoffs,2014,5,NBA,8:30p
1576,84,2014-06-05,Miami Heat,95,San Antonio Spurs,110,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,6,NBA,9:00p
1577,85,2014-06-08,Miami Heat,98,San Antonio Spurs,96,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,6,NBA,8:00p
1578,86,2014-06-10,San Antonio Spurs,111,Miami Heat,92,https://www.basketball-reference.com/boxscores/,,"19,900",Playoffs,2014,6,NBA,9:00p
1579,87,2014-06-12,San Antonio Spurs,107,Miami Heat,86,https://www.basketball-reference.com/boxscores/,,"19,900",Playoffs,2014,6,NBA,9:00p
1580,88,2014-06-15,Miami Heat,87,San Antonio Spurs,104,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2014,6,NBA,8:00p
1581,0,2015-04-18,Washington Wizards,93,Toronto Raptors,86,https://www.basketball-reference.com/boxscores/,OT,"19,800",Playoffs,2015,4,NBA,12:30p
1582,1,2015-04-18,New Orleans Pelicans,99,Golden State Warriors,106,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,4,NBA,3:30p
1583,2,2015-04-18,Milwaukee Bucks,91,Chicago Bulls,103,https://www.basketball-reference.com/boxscores/,,"21,812",Playoffs,2015,4,NBA,7:00p
1584,3,2015-04-18,Dallas Mavericks,108,Houston Rockets,118,https://www.basketball-reference.com/boxscores/,,"18,231",Playoffs,2015,4,NBA,9:30p
1585,4,2015-04-19,Boston Celtics,100,Cleveland Cavaliers,113,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,4,NBA,3:00p
1586,5,2015-04-19,Brooklyn Nets,92,Atlanta Hawks,99,https://www.basketball-reference.com/boxscores/,,"18,440",Playoffs,2015,4,NBA,5:30p
1587,6,2015-04-19,Portland Trail Blazers,86,Memphis Grizzlies,100,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2015,4,NBA,8:00p
1588,7,2015-04-19,San Antonio Spurs,92,Los Angeles Clippers,107,https://www.basketball-reference.com/boxscores/,,"19,309",Playoffs,2015,4,NBA,10:30p
1589,8,2015-04-20,Milwaukee Bucks,82,Chicago Bulls,91,https://www.basketball-reference.com/boxscores/,,"21,661",Playoffs,2015,4,NBA,8:00p
1590,9,2015-04-20,New Orleans Pelicans,87,Golden State Warriors,97,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,4,NBA,10:30p
1591,10,2015-04-21,Boston Celtics,91,Cleveland Cavaliers,99,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,4,NBA,7:00p
1592,11,2015-04-21,Washington Wizards,117,Toronto Raptors,106,https://www.basketball-reference.com/boxscores/,,"19,800",Playoffs,2015,4,NBA,8:00p
1593,12,2015-04-21,Dallas Mavericks,99,Houston Rockets,111,https://www.basketball-reference.com/boxscores/,,"18,243",Playoffs,2015,4,NBA,9:30p
1594,13,2015-04-22,Brooklyn Nets,91,Atlanta Hawks,96,https://www.basketball-reference.com/boxscores/,,"18,207",Playoffs,2015,4,NBA,7:00p
1595,14,2015-04-22,Portland Trail Blazers,82,Memphis Grizzlies,97,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2015,4,NBA,8:00p
1596,15,2015-04-22,San Antonio Spurs,111,Los Angeles Clippers,107,https://www.basketball-reference.com/boxscores/,OT,"19,482",Playoffs,2015,4,NBA,10:30p
1597,16,2015-04-23,Cleveland Cavaliers,103,Boston Celtics,95,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2015,4,NBA,7:00p
1598,17,2015-04-23,Chicago Bulls,113,Milwaukee Bucks,106,https://www.basketball-reference.com/boxscores/,2OT,"18,717",Playoffs,2015,4,NBA,8:00p
1599,18,2015-04-23,Golden State Warriors,123,New Orleans Pelicans,119,https://www.basketball-reference.com/boxscores/,OT,"18,444",Playoffs,2015,4,NBA,9:30p
1600,19,2015-04-24,Houston Rockets,130,Dallas Mavericks,128,https://www.basketball-reference.com/boxscores/,,"20,651",Playoffs,2015,4,NBA,7:00p
1601,20,2015-04-24,Toronto Raptors,99,Washington Wizards,106,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2015,4,NBA,8:00p
1602,21,2015-04-24,Los Angeles Clippers,73,San Antonio Spurs,100,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2015,4,NBA,9:30p
1603,22,2015-04-25,Atlanta Hawks,83,Brooklyn Nets,91,https://www.basketball-reference.com/boxscores/,,"17,732",Playoffs,2015,4,NBA,3:00p
1604,23,2015-04-25,Chicago Bulls,90,Milwaukee Bucks,92,https://www.basketball-reference.com/boxscores/,,"18,717",Playoffs,2015,4,NBA,5:30p
1605,24,2015-04-25,Golden State Warriors,109,New Orleans Pelicans,98,https://www.basketball-reference.com/boxscores/,,"18,443",Playoffs,2015,4,NBA,8:00p
1606,25,2015-04-25,Memphis Grizzlies,115,Portland Trail Blazers,109,https://www.basketball-reference.com/boxscores/,,"19,945",Playoffs,2015,4,NBA,10:30p
1607,26,2015-04-26,Cleveland Cavaliers,101,Boston Celtics,93,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2015,4,NBA,1:00p
1608,27,2015-04-26,Los Angeles Clippers,114,San Antonio Spurs,105,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2015,4,NBA,3:30p
1609,28,2015-04-26,Toronto Raptors,94,Washington Wizards,125,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2015,4,NBA,6:30p
1610,29,2015-04-26,Houston Rockets,109,Dallas Mavericks,121,https://www.basketball-reference.com/boxscores/,,"20,589",Playoffs,2015,4,NBA,9:00p
1611,30,2015-04-27,Atlanta Hawks,115,Brooklyn Nets,120,https://www.basketball-reference.com/boxscores/,OT,"17,732",Playoffs,2015,4,NBA,7:00p
1612,31,2015-04-27,Milwaukee Bucks,94,Chicago Bulls,88,https://www.basketball-reference.com/boxscores/,,"21,814",Playoffs,2015,4,NBA,8:00p
1613,32,2015-04-27,Memphis Grizzlies,92,Portland Trail Blazers,99,https://www.basketball-reference.com/boxscores/,,"19,541",Playoffs,2015,4,NBA,10:30p
1614,33,2015-04-28,Dallas Mavericks,94,Houston Rockets,103,https://www.basketball-reference.com/boxscores/,,"18,231",Playoffs,2015,4,NBA,8:00p
1615,34,2015-04-28,San Antonio Spurs,111,Los Angeles Clippers,107,https://www.basketball-reference.com/boxscores/,,"19,571",Playoffs,2015,4,NBA,10:30p
1616,35,2015-04-29,Brooklyn Nets,97,Atlanta Hawks,107,https://www.basketball-reference.com/boxscores/,,"18,105",Playoffs,2015,4,NBA,7:00p
1617,36,2015-04-29,Portland Trail Blazers,93,Memphis Grizzlies,99,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2015,4,NBA,9:30p
1618,37,2015-04-30,Chicago Bulls,120,Milwaukee Bucks,66,https://www.basketball-reference.com/boxscores/,,"18,717",Playoffs,2015,4,NBA,7:00p
1619,38,2015-04-30,Los Angeles Clippers,102,San Antonio Spurs,96,https://www.basketball-reference.com/boxscores/,,"18,581",Playoffs,2015,4,NBA,9:30p
1620,39,2015-05-01,Atlanta Hawks,111,Brooklyn Nets,87,https://www.basketball-reference.com/boxscores/,,"17,732",Playoffs,2015,5,NBA,8:00p
1621,40,2015-05-02,San Antonio Spurs,109,Los Angeles Clippers,111,https://www.basketball-reference.com/boxscores/,,"19,588",Playoffs,2015,5,NBA,8:00p
1622,41,2015-05-03,Washington Wizards,104,Atlanta Hawks,98,https://www.basketball-reference.com/boxscores/,,"18,148",Playoffs,2015,5,NBA,1:00p
1623,42,2015-05-03,Memphis Grizzlies,86,Golden State Warriors,101,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,5,NBA,3:30p
1624,43,2015-05-04,Chicago Bulls,99,Cleveland Cavaliers,92,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,5,NBA,7:00p
1625,44,2015-05-04,Los Angeles Clippers,117,Houston Rockets,101,https://www.basketball-reference.com/boxscores/,,"18,231",Playoffs,2015,5,NBA,9:30p
1626,45,2015-05-05,Washington Wizards,90,Atlanta Hawks,106,https://www.basketball-reference.com/boxscores/,,"18,131",Playoffs,2015,5,NBA,8:00p
1627,46,2015-05-05,Memphis Grizzlies,97,Golden State Warriors,90,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,5,NBA,10:30p
1628,47,2015-05-06,Chicago Bulls,91,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,5,NBA,7:00p
1629,48,2015-05-06,Los Angeles Clippers,109,Houston Rockets,115,https://www.basketball-reference.com/boxscores/,,"18,310",Playoffs,2015,5,NBA,9:30p
1630,49,2015-05-08,Cleveland Cavaliers,96,Chicago Bulls,99,https://www.basketball-reference.com/boxscores/,,"22,246",Playoffs,2015,5,NBA,8:00p
1631,50,2015-05-08,Houston Rockets,99,Los Angeles Clippers,124,https://www.basketball-reference.com/boxscores/,,"19,367",Playoffs,2015,5,NBA,10:30p
1632,51,2015-05-09,Atlanta Hawks,101,Washington Wizards,103,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2015,5,NBA,5:00p
1633,52,2015-05-09,Golden State Warriors,89,Memphis Grizzlies,99,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2015,5,NBA,8:00p
1634,53,2015-05-10,Cleveland Cavaliers,86,Chicago Bulls,84,https://www.basketball-reference.com/boxscores/,,"22,256",Playoffs,2015,5,NBA,3:30p
1635,54,2015-05-10,Houston Rockets,95,Los Angeles Clippers,128,https://www.basketball-reference.com/boxscores/,,"19,490",Playoffs,2015,5,NBA,8:30p
1636,55,2015-05-11,Atlanta Hawks,106,Washington Wizards,101,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2015,5,NBA,7:00p
1637,56,2015-05-11,Golden State Warriors,101,Memphis Grizzlies,84,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2015,5,NBA,9:30p
1638,57,2015-05-12,Chicago Bulls,101,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,5,NBA,7:00p
1639,58,2015-05-12,Los Angeles Clippers,103,Houston Rockets,124,https://www.basketball-reference.com/boxscores/,,"18,142",Playoffs,2015,5,NBA,9:30p
1640,59,2015-05-13,Washington Wizards,81,Atlanta Hawks,82,https://www.basketball-reference.com/boxscores/,,"18,854",Playoffs,2015,5,NBA,8:00p
1641,60,2015-05-13,Memphis Grizzlies,78,Golden State Warriors,98,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,5,NBA,10:30p
1642,61,2015-05-14,Cleveland Cavaliers,94,Chicago Bulls,73,https://www.basketball-reference.com/boxscores/,,"22,695",Playoffs,2015,5,NBA,8:00p
1643,62,2015-05-14,Houston Rockets,119,Los Angeles Clippers,107,https://www.basketball-reference.com/boxscores/,,"19,417",Playoffs,2015,5,NBA,10:30p
1644,63,2015-05-15,Atlanta Hawks,94,Washington Wizards,91,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2015,5,NBA,7:00p
1645,64,2015-05-15,Golden State Warriors,108,Memphis Grizzlies,95,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2015,5,NBA,9:30p
1646,65,2015-05-17,Los Angeles Clippers,100,Houston Rockets,113,https://www.basketball-reference.com/boxscores/,,"18,463",Playoffs,2015,5,NBA,3:30p
1647,66,2015-05-19,Houston Rockets,106,Golden State Warriors,110,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,5,NBA,9:00p
1648,67,2015-05-20,Cleveland Cavaliers,97,Atlanta Hawks,89,https://www.basketball-reference.com/boxscores/,,"18,489",Playoffs,2015,5,NBA,8:30p
1649,68,2015-05-21,Houston Rockets,98,Golden State Warriors,99,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,5,NBA,9:00p
1650,69,2015-05-22,Cleveland Cavaliers,94,Atlanta Hawks,82,https://www.basketball-reference.com/boxscores/,,"18,670",Playoffs,2015,5,NBA,8:30p
1651,70,2015-05-23,Golden State Warriors,115,Houston Rockets,80,https://www.basketball-reference.com/boxscores/,,"18,282",Playoffs,2015,5,NBA,9:00p
1652,71,2015-05-24,Atlanta Hawks,111,Cleveland Cavaliers,114,https://www.basketball-reference.com/boxscores/,OT,"20,562",Playoffs,2015,5,NBA,8:30p
1653,72,2015-05-25,Golden State Warriors,115,Houston Rockets,128,https://www.basketball-reference.com/boxscores/,,"18,239",Playoffs,2015,5,NBA,9:00p
1654,73,2015-05-26,Atlanta Hawks,88,Cleveland Cavaliers,118,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,5,NBA,8:30p
1655,74,2015-05-27,Houston Rockets,90,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,5,NBA,9:00p
1656,75,2015-06-04,Cleveland Cavaliers,100,Golden State Warriors,108,https://www.basketball-reference.com/boxscores/,OT,"19,596",Playoffs,2015,6,NBA,9:00p
1657,76,2015-06-07,Cleveland Cavaliers,95,Golden State Warriors,93,https://www.basketball-reference.com/boxscores/,OT,"19,596",Playoffs,2015,6,NBA,8:00p
1658,77,2015-06-09,Golden State Warriors,91,Cleveland Cavaliers,96,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,6,NBA,9:00p
1659,78,2015-06-11,Golden State Warriors,103,Cleveland Cavaliers,82,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,6,NBA,9:00p
1660,79,2015-06-14,Cleveland Cavaliers,91,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2015,6,NBA,8:00p
1661,80,2015-06-16,Golden State Warriors,105,Cleveland Cavaliers,97,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2015,6,NBA,9:00p
1662,0,2016-04-16,Indiana Pacers,100,Toronto Raptors,90,https://www.basketball-reference.com/boxscores/,,"19,800",Playoffs,2016,4,NBA,12:30p
1663,1,2016-04-16,Houston Rockets,78,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2016,4,NBA,3:30p
1664,2,2016-04-16,Boston Celtics,101,Atlanta Hawks,102,https://www.basketball-reference.com/boxscores/,,"18,980",Playoffs,2016,4,NBA,7:00p
1665,3,2016-04-16,Dallas Mavericks,70,Oklahoma City Thunder,108,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2016,4,NBA,9:30p
1666,4,2016-04-17,Detroit Pistons,101,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2016,4,NBA,3:00p
1667,5,2016-04-17,Charlotte Hornets,91,Miami Heat,123,https://www.basketball-reference.com/boxscores/,,"19,600",Playoffs,2016,4,NBA,5:30p
1668,6,2016-04-17,Memphis Grizzlies,74,San Antonio Spurs,106,https://www.basketball-reference.com/boxscores/,,"18,418",Playoffs,2016,4,NBA,8:00p
1669,7,2016-04-17,Portland Trail Blazers,95,Los Angeles Clippers,115,https://www.basketball-reference.com/boxscores/,,"19,122",Playoffs,2016,4,NBA,10:30p
1670,8,2016-04-18,Indiana Pacers,87,Toronto Raptors,98,https://www.basketball-reference.com/boxscores/,,"19,800",Playoffs,2016,4,NBA,7:00p
1671,9,2016-04-18,Dallas Mavericks,85,Oklahoma City Thunder,84,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2016,4,NBA,8:00p
1672,10,2016-04-18,Houston Rockets,106,Golden State Warriors,115,https://www.basketball-reference.com/boxscores/,,"19,596",Playoffs,2016,4,NBA,10:30p
1673,11,2016-04-19,Boston Celtics,72,Atlanta Hawks,89,https://www.basketball-reference.com/boxscores/,,"18,972",Playoffs,2016,4,NBA,7:00p
1674,12,2016-04-19,Memphis Grizzlies,68,San Antonio Spurs,94,https://www.basketball-reference.com/boxscores/,,"18,418",Playoffs,2016,4,NBA,9:30p
1675,13,2016-04-20,Charlotte Hornets,103,Miami Heat,115,https://www.basketball-reference.com/boxscores/,,"19,650",Playoffs,2016,4,NBA,7:00p
1676,14,2016-04-20,Detroit Pistons,90,Cleveland Cavaliers,107,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2016,4,NBA,8:00p
1677,15,2016-04-20,Portland Trail Blazers,81,Los Angeles Clippers,102,https://www.basketball-reference.com/boxscores/,,"19,127",Playoffs,2016,4,NBA,10:30p
1678,16,2016-04-21,Oklahoma City Thunder,131,Dallas Mavericks,102,https://www.basketball-reference.com/boxscores/,,"20,150",Playoffs,2016,4,NBA,7:00p
1679,17,2016-04-21,Toronto Raptors,101,Indiana Pacers,85,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2016,4,NBA,7:30p
1680,18,2016-04-21,Golden State Warriors,96,Houston Rockets,97,https://www.basketball-reference.com/boxscores/,,"18,200",Playoffs,2016,4,NBA,9:30p
1681,19,2016-04-22,Cleveland Cavaliers,101,Detroit Pistons,91,https://www.basketball-reference.com/boxscores/,,"21,584",Playoffs,2016,4,NBA,7:00p
1682,20,2016-04-22,Atlanta Hawks,103,Boston Celtics,111,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2016,4,NBA,8:00p
1683,21,2016-04-22,San Antonio Spurs,96,Memphis Grizzlies,87,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2016,4,NBA,9:30p
1684,22,2016-04-23,Toronto Raptors,83,Indiana Pacers,100,https://www.basketball-reference.com/boxscores/,,"18,165",Playoffs,2016,4,NBA,3:00p
1685,23,2016-04-23,Miami Heat,80,Charlotte Hornets,96,https://www.basketball-reference.com/boxscores/,,"19,604",Playoffs,2016,4,NBA,5:30p
1686,24,2016-04-23,Oklahoma City Thunder,119,Dallas Mavericks,108,https://www.basketball-reference.com/boxscores/,,"20,516",Playoffs,2016,4,NBA,8:00p
1687,25,2016-04-23,Los Angeles Clippers,88,Portland Trail Blazers,96,https://www.basketball-reference.com/boxscores/,,"19,761",Playoffs,2016,4,NBA,10:30p
1688,26,2016-04-24,San Antonio Spurs,116,Memphis Grizzlies,95,https://www.basketball-reference.com/boxscores/,,"18,119",Playoffs,2016,4,NBA,1:00p
1689,27,2016-04-24,Golden State Warriors,121,Houston Rockets,94,https://www.basketball-reference.com/boxscores/,,"18,200",Playoffs,2016,4,NBA,3:30p
1690,28,2016-04-24,Atlanta Hawks,95,Boston Celtics,104,https://www.basketball-reference.com/boxscores/,OT,"18,624",Playoffs,2016,4,NBA,6:00p
1691,29,2016-04-24,Cleveland Cavaliers,100,Detroit Pistons,98,https://www.basketball-reference.com/boxscores/,,"21,584",Playoffs,2016,4,NBA,8:30p
1692,30,2016-04-25,Miami Heat,85,Charlotte Hornets,89,https://www.basketball-reference.com/boxscores/,,"19,156",Playoffs,2016,4,NBA,7:00p
1693,31,2016-04-25,Dallas Mavericks,104,Oklahoma City Thunder,118,https://www.basketball-reference.com/boxscores/,,"18,203",Playoffs,2016,4,NBA,8:00p
